action_id	lemma	verbnet_key	class_id	wordnet_senses_json	propbank_groupings_json	framenet_frames_json	provenance
vn34:amuse-31.1:b652c9354d118668	agonize	agonize#1	amuse-31.1	"[""agonize%2:37:00"",""agonize%2:37:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:marvel-31.3:30d73620a47f45f7	agonize	agonize#2	marvel-31.3	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:marvel-31.3
vn34:correspond-36.1-1:d6d1291f4bc7af8e	agree	agree#1	correspond-36.1-1	"[""agree%2:32:00"",""agree%2:32:01"",""agree%2:42:00""]"	"[""agree.01"",""agree.02"",""agree.03""]"	"[""Compatibility""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:correspond-36.1-1
vn34:help-72.1-1-1:d39351e74ece8481	aid	aid#1	help-72.1-1-1	"[""aid%2:41:00""]"	"[""aid.01""]"	"[""Assistance""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:help-72.1-1-1
vn34:pain-40.8.1:f6e6095b209bec70	ail	ail#1	pain-40.8.1	[]	[]	"[""Perception_body""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pain-40.8.1
vn34:intend-61.2:01610c288c03bd27	aim	aim#1	intend-61.2	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:intend-61.2
vn34:wish-62:a33ee4353b17b967	aim	aim#2	wish-62	"[""aim%2:31:01""]"	"[""aim.02""]"	"[""Purpose""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:wish-62
vn34:other_cos-45.4:fd0b8eb3e6880404	air	air#1	other_cos-45.4	"[""air%2:30:00"",""air%2:30:01"",""air%2:39:00""]"	"[""air.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:send-11.1-1:c96c5dd3908d9d7f	airmail	airmail#1	send-11.1-1	"[""airmail%2:32:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:send-11.1-1
vn34:amuse-31.1:86a072c461b0b8c3	alarm	alarm#1	amuse-31.1	"[""alarm%2:37:00""]"	"[""alarm.01"",""alarm.02""]"	"[""Experiencer_obj""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:remedy-45.7:301c4c1ae9c0b52a	alcoholize	alcoholize#1	remedy-45.7	"[""alcoholize%2:30:00"",""alcoholize%2:30:01""]"	"[""wet.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remedy-45.7
vn34:advise-37.9:94a09834f0479743	alert	alert#1	advise-37.9	"[""alert%2:32:00""]"	"[""alert.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:advise-37.9
vn34:amuse-31.1:a43094f25bdb0241	alienate	alienate#1	amuse-31.1	"[""alienate%2:37:00""]"	"[""alienate.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:other_cos-45.4:358777fa015afe30	alkalify	alkalify#1	other_cos-45.4	"[""alkalify%2:30:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:other_cos-45.4:50a375daaff9e639	alkalize	alkalize#1	other_cos-45.4	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:say-37.7-1:0fe41ec824da7357	allege	allege#1	say-37.7-1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:say-37.7-1
vn34:free-10.6.3:25da88b738b49639	alleviate	alleviate#1	free-10.6.3	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:free-10.6.3
vn34:remedy-45.7:9617060107006af2	alleviate	alleviate#2	remedy-45.7	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remedy-45.7
vn34:future_having-13.3:b1a378331147ee75	allocate	allocate#1	future_having-13.3	"[""allocate%2:40:00""]"	"[""allocate.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:future_having-13.3
vn34:invest-13.5.4-1:283ec852a72da122	allocate	allocate#2	invest-13.5.4-1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:invest-13.5.4-1
vn34:future_having-13.3:94c27af8a4ac2d1a	allot	allot#1	future_having-13.3	"[""allot%2:40:00"",""allot%2:40:01"",""allot%2:40:02""]"	"[""allot.01"",""allot.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:future_having-13.3
vn34:admit-64.3:f5dcc780a2118ade	allow	allow#1	admit-64.3	"[""allow%2:32:00""]"	"[""allow.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admit-64.3
vn34:allow-64.1-1:4f37747aa808a707	allow	allow#2	allow-64.1-1	"[""allow%2:32:00""]"	"[""allow.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:allow-64.1-1
vn34:future_having-13.3:c062b223180cb0a6	allow	allow#3	future_having-13.3	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:future_having-13.3
vn34:lure-59.3:150af607a44ea565	allure	allure#1	lure-59.3	"[""allure%2:32:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:lure-59.3
vn34:conspire-71:590954530c29879c	ally	ally#1	conspire-71	"[""ally%2:41:00""]"	"[""ally.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:conspire-71
vn34:other_cos-45.4:dca5410396d25e72	alter	alter#1	other_cos-45.4	"[""alter%2:30:00"",""alter%2:30:01"",""alter%2:36:00""]"	"[""alter.02""]"	"[""Cause_change""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:turn-26.6.1:028cbfaffdec1aee	alter	alter#2	turn-26.6.1	"[""alter%2:30:01""]"	"[""alter.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:turn-26.6.1
vn34:amalgamate-22.2-2-1:30ce96f762840804	alternate	alternate#1	amalgamate-22.2-2-1	"[""alternate%2:30:00"",""alternate%2:30:01"",""alternate%2:30:02""]"	"[""alternate.01"",""alternate.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amalgamate-22.2-2-1
vn34:correlate-86.1:15d2a799a424fc28	alternate	alternate#2	correlate-86.1	[]	"[""alternate.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:correlate-86.1
vn34:harmonize-22.6:e010aab979d48c0c	alternate	alternate#3	harmonize-22.6	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:harmonize-22.6
vn34:amalgamate-22.2-1-1:9b42d7295465b683	amalgamate	amalgamate#1	amalgamate-22.2-1-1	"[""amalgamate%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amalgamate-22.2-1-1
vn34:herd-47.5.2:d1dd622354f8dcc1	amass	amass#1	herd-47.5.2	"[""amass%2:30:00"",""amass%2:40:00""]"	"[""amass.01""]"	"[""Gathering_up""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:herd-47.5.2
vn34:amuse-31.1:918b4330810aa6a0	amaze	amaze#1	amuse-31.1	"[""amaze%2:31:00"",""amaze%2:31:01""]"	"[""amaze.01""]"	"[""Experiencer_obj""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:run-51.3.2:6e922925fce4a9e9	amble	amble#1	run-51.3.2	"[""amble%2:38:00""]"	"[""amble.01""]"	"[""Self_motion""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2
vn34:run-51.3.2:bbdacb55e48c806c	ambulate	ambulate#1	run-51.3.2	"[""ambulate%2:38:00""]"	"[""ambulate.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2
vn34:attack-60.1:9145fa2ec86b94b3	ambush	ambush#1	attack-60.1	"[""ambush%2:33:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:attack-60.1
vn34:other_cos-45.4:49a1f33ee8085f2a	ameliorate	ameliorate#1	other_cos-45.4	"[""ameliorate%2:30:00"",""ameliorate%2:30:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:bill-54.5-1:88b59a0432a0eaf2	amerce	amerce#1	bill-54.5-1	"[""amerce%2:41:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:bill-54.5-1
vn34:other_cos-45.4:38c365a865ce8bc7	americanize	americanize#1	other_cos-45.4	"[""americanize%2:30:00"",""americanize%2:30:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:register-54.1-1:d630d894e43a3422	amount	amount#1	register-54.1-1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:register-54.1-1
vn34:other_cos-45.4:606a57112ac19612	amplify	amplify#1	other_cos-45.4	[]	"[""amplify.01"",""amplify.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:overstate-37.12:1023bf5dd23ce2f6	amplify	amplify#2	overstate-37.12	"[""amplify%2:32:00""]"	"[""amplify.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:overstate-37.12
vn34:amuse-31.1:7b269b2124e9ee7f	amuse	amuse#1	amuse-31.1	"[""amuse%2:32:00"",""amuse%2:41:00""]"	"[""amuse.01""]"	"[""Cause_to_experience""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:assessment-34.1:2bd8ad6cbf723adf	analyse	analyse#1	assessment-34.1	"[""analyse%2:31:00"",""analyse%2:31:01"",""analyse%2:31:02"",""analyse%2:31:04""]"	[]	"[""Scrutiny""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:assessment-34.1
vn34:assessment-34.1:63fa80063dae54a2	analyze	analyze#1	assessment-34.1	"[""analyze%2:31:00""]"	"[""analyze.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:assessment-34.1
vn34:tape-22.4:5ce532a17b5851f3	anchor	anchor#1	tape-22.4	"[""anchor%2:35:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:tape-22.4
vn34:remedy-45.7:18e95082a4167fe3	anesthetize	anesthetize#1	remedy-45.7	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remedy-45.7
vn34:amuse-31.1:8aceacb7125ead60	anger	anger#1	amuse-31.1	"[""anger%2:37:00"",""anger%2:37:01""]"	"[""anger.01""]"	"[""Experiencer_obj""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:marvel-31.3:9ceb9af5b85ff537	anger	anger#2	marvel-31.3	"[""anger%2:37:01""]"	"[""anger.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:marvel-31.3
vn34:meander-47.7:16e9ef79e5bce24c	angle	angle#1	meander-47.7	[]	"[""angle.01""]"	"[""Motion_directional""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:meander-47.7
vn34:other_cos-45.4:158ceea7e6c33029	anglicize	anglicize#1	other_cos-45.4	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:marvel-31.3:baee6545e53afef1	anguish	anguish#1	marvel-31.3	"[""anguish%2:37:02""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:marvel-31.3
vn34:remedy-45.7:145c51ab1e68d5e1	animate	animate#1	remedy-45.7	[]	"[""animate.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remedy-45.7
vn34:steal-10.5:89b9f2b526a9e454	annex	annex#1	steal-10.5	"[""annex%2:40:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:steal-10.5
vn34:destroy-44:d3cd0534d967657e	annihilate	annihilate#1	destroy-44	"[""annihilate%2:30:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:destroy-44
vn34:murder-42.1:b9f588ff8790ad72	annihilate	annihilate#2	murder-42.1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:murder-42.1
vn34:image_impression-25.1:758b8c1176315800	annotate	annotate#1	image_impression-25.1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:image_impression-25.1
vn34:order-58.3:e94901a8066e843b	announce	announce#1	order-58.3	"[""announce%2:32:02""]"	"[""announce.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:order-58.3
vn34:reflexive_appearance-48.1.2:f955b6a71e8ffda1	announce	announce#2	reflexive_appearance-48.1.2	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:reflexive_appearance-48.1.2
vn34:say-37.7-1-1:fd81da85ee9773f3	announce	announce#3	say-37.7-1-1	"[""announce%2:32:00"",""announce%2:32:07""]"	"[""announce.01"",""announce.02""]"	"[""Statement""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:say-37.7-1-1
vn34:amuse-31.1:6c72821c1593ef4c	annoy	annoy#1	amuse-31.1	"[""annoy%2:37:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:bully-59.5:218431be05e04b19	annoy	annoy#2	bully-59.5	"[""annoy%2:37:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:bully-59.5
vn34:void-106:783a1506e9ea2f8d	annul	annul#1	void-106	"[""annul%2:41:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:void-106
vn34:dub-29.3.2:2c5d50748eec595b	anoint	anoint#1	dub-29.3.2	"[""anoint%2:29:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:dub-29.3.2
vn34:fill-9.8:969b1a993f01d1ec	anoint	anoint#2	fill-9.8	"[""anoint%2:29:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:fill-9.8
vn34:reciprocate-112-1:ef0b165c421e9bdd	answer	answer#1	reciprocate-112-1	"[""answer%2:31:00"",""answer%2:31:02"",""answer%2:31:03"",""answer%2:31:05"",""answer%2:32:00"",""answer%2:32:06""]"	"[""answer.01"",""answer.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:reciprocate-112-1
vn34:subordinate-95.2.1:8afc57f99e0b82be	answer	answer#2	subordinate-95.2.1	"[""answer%2:42:01""]"	"[""answer.04""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:subordinate-95.2.1
vn34:amuse-31.1:3306dc9dfab5e5dd	antagonize	antagonize#1	amuse-31.1	"[""antagonize%2:41:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:conjecture-29.5-1:243c1b4a722de305	anticipate	anticipate#1	conjecture-29.5-1	"[""anticipate%2:31:00""]"	"[""anticipate.01""]"	"[""Expectation""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:conjecture-29.5-1
vn34:indicate-78:a27bb66c4684a309	anticipate	anticipate#2	indicate-78	"[""anticipate%2:32:00""]"	"[""anticipate.03""]"	"[""Expectation""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:indicate-78
vn34:berry-13.7:48bd9e279dc9cbba	antique	antique#1	berry-13.7	"[""antique%2:40:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:berry-13.7
vn34:entity_specific_cos-45.5:5f41c5740cba0da6	apostatize	apostatize#1	entity_specific_cos-45.5	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:entity_specific_cos-45.5
vn34:amuse-31.1:dfc20f9140e6c9cb	appall	appall#1	amuse-31.1	"[""appall%2:37:00"",""appall%2:37:10""]"	"[""appall.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:appeal-31.4-2:6088c89317b8e946	appeal	appeal#1	appeal-31.4-2	"[""appeal%2:37:00""]"	"[""appeal.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:appeal-31.4-2
vn34:appear-48.1.1:be562f41d734007b	appear	appear#1	appear-48.1.1	"[""appear%2:30:00"",""appear%2:30:01""]"	"[""appear.02""]"	"[""Coming_to_be""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:appear-48.1.1
vn34:seem-109-1-1-1:954fa086c0436ca9	appear	appear#2	seem-109-1-1-1	"[""appear%2:39:00"",""appear%2:39:01""]"	"[""appear.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:seem-109-1-1-1
vn34:amuse-31.1:095a5683f22db5d3	appease	appease#1	amuse-31.1	"[""appease%2:37:00""]"	"[""appease.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:admire-31.2:6b41393335fdebbf	applaud	applaud#1	admire-31.2	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admire-31.2
vn34:judgment-33.1-1:1f80cf78fd4b7c5e	applaud	applaud#2	judgment-33.1-1	"[""applaud%2:32:00""]"	"[""applaud.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1-1
vn34:image_impression-25.1:30e3da8811b37d0b	applique	applique#1	image_impression-25.1	"[""applique%2:36:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:image_impression-25.1
vn34:put-9.1-1:b628056e31689c8b	apply	apply#1	put-9.1-1	"[""apply%2:35:00""]"	"[""apply.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:put-9.1-1
vn34:use-105.1:4de919a345ed2a38	apply	apply#2	use-105.1	"[""apply%2:34:00""]"	"[""apply.01""]"	"[""Using""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:use-105.1
vn34:appoint-29.1:0fcf2b13061ebf4e	appoint	appoint#1	appoint-29.1	"[""appoint%2:41:00"",""appoint%2:41:01""]"	"[""appoint.01""]"	"[""Appointing""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:appoint-29.1
vn34:future_having-13.3:d3f55b93ce8732d3	apportion	apportion#1	future_having-13.3	"[""apportion%2:40:00"",""apportion%2:40:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:future_having-13.3
vn34:assessment-34.1:453d6f3306f965c3	appraise	appraise#1	assessment-34.1	"[""assess%2:31:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:assessment-34.1
vn34:price-54.4:97b4c0a0a6ff43aa	appraise	appraise#2	price-54.4	"[""appraise%2:31:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:price-54.4
vn34:admire-31.2:d228ed4b20ec5129	appreciate	appreciate#1	admire-31.2	"[""appreciate%2:37:00"",""appreciate%2:40:00""]"	"[""appreciate.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admire-31.2
vn34:calibratable_cos-45.6.1-1:1a04a9baccd85866	appreciate	appreciate#2	calibratable_cos-45.6.1-1	"[""appreciate%2:30:00""]"	"[""appreciate.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:calibratable_cos-45.6.1-1
vn34:comprehend-87.2:6d384c653d760640	appreciate	appreciate#3	comprehend-87.2	"[""appreciate%2:31:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:comprehend-87.2
vn34:comprehend-87.2-1:ee247c0326b156dd	apprehend	apprehend#1	comprehend-87.2-1	"[""apprehend%2:31:00""]"	"[""apprehend.01""]"	"[""Grasp""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:comprehend-87.2-1
vn34:orphan-29.7:9fc3cc93af3bedb0	apprentice	apprentice#1	orphan-29.7	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:orphan-29.7
vn34:tell-37.2:91122c21ba6873b4	apprise	apprise#1	tell-37.2	[]	"[""apprise.01""]"	"[""Telling""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:tell-37.2
vn34:confront-98:e62cb82b38292d8d	approach	approach#1	confront-98	"[""approach%2:41:00""]"	"[""approach.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:confront-98
vn34:escape-51.1-1-2:f5da70bbb72313bd	approach	approach#2	escape-51.1-1-2	"[""approach%2:38:00""]"	"[""approach.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:escape-51.1-1-2
vn34:escape-51.1-1:d956f69f893f5b7b	approach	approach#2	escape-51.1-1	"[""approach%2:38:00""]"	"[""approach.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:escape-51.1-1
vn34:obtain-13.5.2:c6a51a65ab73e03e	appropriate	appropriate#1	obtain-13.5.2	"[""appropriate%2:40:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:obtain-13.5.2
vn34:allow-64.1:6f65ebf1d17ede22	approve	approve#1	allow-64.1	"[""approve%2:31:00"",""approve%2:32:00""]"	"[""approve.01"",""approve.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:allow-64.1
vn34:marvel-31.3:29cdd91621725bf5	approve	approve#3	marvel-31.3	"[""approve%2:31:00"",""approve%2:32:00""]"	"[""approve.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:marvel-31.3
vn34:judgment-33.1-1:6ab9540c085166cf	approve_of	approve_of#1	judgment-33.1-1	"[""approve%2:31:00"",""approve%2:32:00""]"	"[""approve.01"",""approve.02""]"	"[""Deny_or_grant_permission""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1-1
vn34:estimate-34.2-1-1:0efe8e6cf629fc28	approximate	approximate#1	estimate-34.2-1-1	"[""approximate%2:31:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:estimate-34.2-1-1
vn34:crane-40.3.2:fb85ea04cba5a8cb	arch	arch#1	crane-40.3.2	"[""arch%2:38:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:crane-40.3.2
vn34:pocket-9.10:9a7674b7145aadf1	archive	archive#1	pocket-9.10	"[""archive%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pocket-9.10
vn34:battle-36.4:a5d0d4c208db7160	argue	argue#1	battle-36.4	"[""argue%2:32:00""]"	"[""argue.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4
vn34:chit_chat-37.6-1:a3d10ea66597b896	argue	argue#2	chit_chat-37.6-1	"[""argue%2:32:00""]"	"[""argue.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:chit_chat-37.6-1
vn34:correspond-36.1-1:57de9e26eaef431f	argue	argue#3	correspond-36.1-1	"[""argue%2:32:00""]"	"[""argue.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:correspond-36.1-1
vn34:appear-48.1.1:36d0f9a219abcfc6	arise	arise#1	appear-48.1.1	"[""arise%2:42:00"",""arise%2:42:01""]"	"[""arise.01""]"	"[""Coming_to_be""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:appear-48.1.1
vn34:equip-13.4.2-1:7e97fa6fa1b14c60	arm	arm#1	equip-13.4.2-1	"[""arm%2:33:00"",""arm%2:40:00""]"	"[""arm.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:equip-13.4.2-1
vn34:compel-59.1-1:5ef595a984fa150b	arm-twist	arm-twist#1	compel-59.1-1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:compel-59.1-1
vn34:equip-13.4.2-1-1:dc4128e9f253af3b	armor	armor#1	equip-13.4.2-1-1	"[""armor%2:40:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:equip-13.4.2-1-1
vn34:butter-9.9:49d53e3aa42844e2	aromatize	aromatize#1	butter-9.9	"[""aromatize%2:39:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:butter-9.9
