action_id	lemma	frame_id	thematic_role	hole_role	requirement	strength	mapping_status	provenance
vn34:swarm-47.5.1-2:2d9b5637a109bca3	abound	swarm-47.5.1-2:frame:5d4dbb5056766016	Theme	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""},{""op"":""atom"",""sign"":""+"",""type"":""plural""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:swarm-47.5.1-2:role:Theme:lossless-v1
vn34:swarm-47.5.1-2:2d9b5637a109bca3	abound	swarm-47.5.1-2:frame:5d4dbb5056766016	Location	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""location""},{""op"":""atom"",""sign"":""-"",""type"":""region""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:swarm-47.5.1-2:role:Location:lossless-v1
vn34:swarm-47.5.1-2:2d9b5637a109bca3	abound	swarm-47.5.1-2:frame:ec58e33fb205e79d	Location	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""location""},{""op"":""atom"",""sign"":""-"",""type"":""region""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:swarm-47.5.1-2:role:Location:lossless-v1
vn34:swarm-47.5.1-2:2d9b5637a109bca3	abound	swarm-47.5.1-2:frame:ec58e33fb205e79d	Theme	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""},{""op"":""atom"",""sign"":""+"",""type"":""plural""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:swarm-47.5.1-2:role:Theme:lossless-v1
vn34:swarm-47.5.1-2:2d9b5637a109bca3	abound	swarm-47.5.1-2:frame:fda4bad0dacad475	Theme	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""},{""op"":""atom"",""sign"":""+"",""type"":""plural""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:swarm-47.5.1-2:role:Theme:lossless-v1
vn34:swarm-47.5.1-2:2d9b5637a109bca3	abound	swarm-47.5.1-2:frame:fda4bad0dacad475	Location	PostVerbHole2	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""location""},{""op"":""atom"",""sign"":""-"",""type"":""region""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:swarm-47.5.1-2:role:Location:lossless-v1
vn34:other_cos-45.4:b1594282b828c1ef	abrade	other_cos-45.4:frame:4f20fd50c2d5f00f	Patient	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:b1594282b828c1ef	abrade	other_cos-45.4:frame:7630d78c6c903f7f	Patient	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:b1594282b828c1ef	abrade	other_cos-45.4:frame:7630d78c6c903f7f	Instrument	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Instrument:lossless-v1
vn34:other_cos-45.4:b1594282b828c1ef	abrade	other_cos-45.4:frame:a5802d66d1a90299	Patient	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:b1594282b828c1ef	abrade	other_cos-45.4:frame:a5802d66d1a90299	Instrument	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Instrument:lossless-v1
vn34:other_cos-45.4:b1594282b828c1ef	abrade	other_cos-45.4:frame:a5802d66d1a90299	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Agent:lossless-v1
vn34:other_cos-45.4:b1594282b828c1ef	abrade	other_cos-45.4:frame:b1ea3acdfba7651b	Patient	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:b1594282b828c1ef	abrade	other_cos-45.4:frame:b1ea3acdfba7651b	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Agent:lossless-v1
vn34:other_cos-45.4:b1594282b828c1ef	abrade	other_cos-45.4:frame:e9234b123551dcfa	Patient	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:6b0fae7c6b9b9d3f	abridge	other_cos-45.4:frame:4f20fd50c2d5f00f	Patient	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:6b0fae7c6b9b9d3f	abridge	other_cos-45.4:frame:7630d78c6c903f7f	Patient	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:6b0fae7c6b9b9d3f	abridge	other_cos-45.4:frame:7630d78c6c903f7f	Instrument	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Instrument:lossless-v1
vn34:other_cos-45.4:6b0fae7c6b9b9d3f	abridge	other_cos-45.4:frame:a5802d66d1a90299	Patient	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:6b0fae7c6b9b9d3f	abridge	other_cos-45.4:frame:a5802d66d1a90299	Instrument	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Instrument:lossless-v1
vn34:other_cos-45.4:6b0fae7c6b9b9d3f	abridge	other_cos-45.4:frame:a5802d66d1a90299	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Agent:lossless-v1
vn34:other_cos-45.4:6b0fae7c6b9b9d3f	abridge	other_cos-45.4:frame:b1ea3acdfba7651b	Patient	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:6b0fae7c6b9b9d3f	abridge	other_cos-45.4:frame:b1ea3acdfba7651b	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Agent:lossless-v1
vn34:other_cos-45.4:6b0fae7c6b9b9d3f	abridge	other_cos-45.4:frame:e9234b123551dcfa	Patient	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:free-10.6.3-1:ad37030ba4df9305	absolve	free-10.6.3-1:frame:d1763c3d53936a7c	Source	ObjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:free-10.6.3-1:role:Source:audited-projection-v1
vn34:free-10.6.3-1:ad37030ba4df9305	absolve	free-10.6.3-1:frame:d1763c3d53936a7c	Theme	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:free-10.6.3-1:role:Theme:lossless-v1
vn34:free-10.6.3-1:ad37030ba4df9305	absolve	free-10.6.3-1:frame:d1763c3d53936a7c	Causer	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:free-10.6.3-1:role:Causer:lossless-v1
vn34:absorb-39.8:c63678c163da7319	absorb	absorb-39.8:frame:94b10bf7d37f8414	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:absorb-39.8:role:Theme:lossless-v1
vn34:absorb-39.8:c63678c163da7319	absorb	absorb-39.8:frame:94b10bf7d37f8414	Source	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:absorb-39.8:role:Source:lossless-v1
vn34:absorb-39.8:c63678c163da7319	absorb	absorb-39.8:frame:94b10bf7d37f8414	Goal	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:absorb-39.8:role:Goal:lossless-v1
vn34:absorb-39.8:c63678c163da7319	absorb	absorb-39.8:frame:ac35e32d614df009	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:absorb-39.8:role:Theme:lossless-v1
vn34:absorb-39.8:c63678c163da7319	absorb	absorb-39.8:frame:ac35e32d614df009	Goal	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:absorb-39.8:role:Goal:lossless-v1
vn34:learn-14-2:2bab1ffd50bce075	absorb	learn-14-2:frame:407f89294d686f74	Source	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:learn-14-2:role:Source:lossless-v1
vn34:learn-14-2:2bab1ffd50bce075	absorb	learn-14-2:frame:407f89294d686f74	Topic	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:learn-14-2:role:Topic:lossless-v1
vn34:learn-14-2:2bab1ffd50bce075	absorb	learn-14-2:frame:407f89294d686f74	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:learn-14-2:role:Agent:audited-projection-v1
vn34:learn-14-2:2bab1ffd50bce075	absorb	learn-14-2:frame:b1bd5bd75f05b4da	Topic	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:learn-14-2:role:Topic:lossless-v1
vn34:learn-14-2:2bab1ffd50bce075	absorb	learn-14-2:frame:b1bd5bd75f05b4da	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:learn-14-2:role:Agent:audited-projection-v1
vn34:learn-14-2:2bab1ffd50bce075	absorb	learn-14-2:frame:cbc8b707130bb392	Topic	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:learn-14-2:role:Topic:lossless-v1
vn34:learn-14-2:2bab1ffd50bce075	absorb	learn-14-2:frame:cbc8b707130bb392	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:learn-14-2:role:Agent:audited-projection-v1
vn34:learn-14-2:2bab1ffd50bce075	absorb	learn-14-2:frame:f04a0d9ca2b7b849	Source	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:learn-14-2:role:Source:lossless-v1
vn34:learn-14-2:2bab1ffd50bce075	absorb	learn-14-2:frame:f04a0d9ca2b7b849	Topic	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:learn-14-2:role:Topic:lossless-v1
vn34:learn-14-2:2bab1ffd50bce075	absorb	learn-14-2:frame:f04a0d9ca2b7b849	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:learn-14-2:role:Agent:audited-projection-v1
vn34:refrain-69:53af068bc50fbaee	abstain	refrain-69:frame:6e99908ad4ea25a5	Eventuality	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:refrain-69:role:Eventuality:lossless-v1
vn34:refrain-69:53af068bc50fbaee	abstain	refrain-69:frame:6e99908ad4ea25a5	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:refrain-69:role:Agent:audited-projection-v1
vn34:refrain-69:53af068bc50fbaee	abstain	refrain-69:frame:745d8fefe3b71161	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:refrain-69:role:Agent:audited-projection-v1
vn34:refrain-69:53af068bc50fbaee	abstain	refrain-69:frame:98effe56363eaade	Eventuality	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:refrain-69:role:Eventuality:lossless-v1
vn34:refrain-69:53af068bc50fbaee	abstain	refrain-69:frame:98effe56363eaade	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:refrain-69:role:Agent:audited-projection-v1
vn34:remove-10.1:04e5a0f65fe3470b	abstract	remove-10.1:frame:a816427045b98e94	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Theme:lossless-v1
vn34:remove-10.1:04e5a0f65fe3470b	abstract	remove-10.1:frame:a816427045b98e94	Initial_Location	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Initial_Location:lossless-v1
vn34:remove-10.1:04e5a0f65fe3470b	abstract	remove-10.1:frame:a816427045b98e94	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""},{""op"":""atom"",""sign"":""+"",""type"":""organization""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Agent:lossless-v1
vn34:remove-10.1:04e5a0f65fe3470b	abstract	remove-10.1:frame:bbfd5475e241990a	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Theme:lossless-v1
vn34:remove-10.1:04e5a0f65fe3470b	abstract	remove-10.1:frame:bbfd5475e241990a	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""},{""op"":""atom"",""sign"":""+"",""type"":""organization""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Agent:lossless-v1
vn34:judgment-33.1:fcf2e242962b354f	abuse	judgment-33.1:frame:540505f4f003c68f	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1:role:Theme:lossless-v1
vn34:judgment-33.1:fcf2e242962b354f	abuse	judgment-33.1:frame:540505f4f003c68f	Attribute	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1:role:Attribute:lossless-v1
vn34:judgment-33.1:fcf2e242962b354f	abuse	judgment-33.1:frame:540505f4f003c68f	Agent	SubjectHole	HasSort Human	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1:role:Agent:audited-projection-v1
vn34:judgment-33.1:fcf2e242962b354f	abuse	judgment-33.1:frame:8f5fd79d488d8af8	Attribute	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1:role:Attribute:lossless-v1
vn34:judgment-33.1:fcf2e242962b354f	abuse	judgment-33.1:frame:8f5fd79d488d8af8	Agent	SubjectHole	HasSort Human	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1:role:Agent:audited-projection-v1
vn34:judgment-33.1:fcf2e242962b354f	abuse	judgment-33.1:frame:c148f018282739d0	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1:role:Theme:lossless-v1
vn34:judgment-33.1:fcf2e242962b354f	abuse	judgment-33.1:frame:c148f018282739d0	Agent	SubjectHole	HasSort Human	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1:role:Agent:audited-projection-v1
vn34:contiguous_location-47.8-1:ad21fc48baa2dec6	abut	contiguous_location-47.8-1:frame:6c036615908eb3f6	Theme	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:contiguous_location-47.8-1:role:Theme:lossless-v1
vn34:acquiesce-95.1-1:42dfb7255026f4ac	accede	acquiesce-95.1-1:frame:244fa8e880ef6e3a	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:acquiesce-95.1-1:role:Theme:lossless-v1
vn34:acquiesce-95.1-1:42dfb7255026f4ac	accede	acquiesce-95.1-1:frame:244fa8e880ef6e3a	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:acquiesce-95.1-1:role:Agent:audited-projection-v1
vn34:other_cos-45.4:1a8f8f86c9bd3135	accelerate	other_cos-45.4:frame:4f20fd50c2d5f00f	Patient	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:1a8f8f86c9bd3135	accelerate	other_cos-45.4:frame:7630d78c6c903f7f	Patient	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:1a8f8f86c9bd3135	accelerate	other_cos-45.4:frame:7630d78c6c903f7f	Instrument	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Instrument:lossless-v1
vn34:other_cos-45.4:1a8f8f86c9bd3135	accelerate	other_cos-45.4:frame:a5802d66d1a90299	Patient	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:1a8f8f86c9bd3135	accelerate	other_cos-45.4:frame:a5802d66d1a90299	Instrument	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Instrument:lossless-v1
vn34:other_cos-45.4:1a8f8f86c9bd3135	accelerate	other_cos-45.4:frame:a5802d66d1a90299	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Agent:lossless-v1
vn34:other_cos-45.4:1a8f8f86c9bd3135	accelerate	other_cos-45.4:frame:b1ea3acdfba7651b	Patient	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:1a8f8f86c9bd3135	accelerate	other_cos-45.4:frame:b1ea3acdfba7651b	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Agent:lossless-v1
vn34:other_cos-45.4:1a8f8f86c9bd3135	accelerate	other_cos-45.4:frame:e9234b123551dcfa	Patient	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:accept-77.1:465444040100c1c1	accept	accept-77.1:frame:18d9d247c497df19	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:accept-77.1:role:Theme:lossless-v1
vn34:accept-77.1:465444040100c1c1	accept	accept-77.1:frame:18d9d247c497df19	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:accept-77.1:role:Agent:audited-projection-v1
vn34:accept-77.1:465444040100c1c1	accept	accept-77.1:frame:741efaffd89bf865	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:accept-77.1:role:Theme:lossless-v1
vn34:accept-77.1:465444040100c1c1	accept	accept-77.1:frame:741efaffd89bf865	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:accept-77.1:role:Agent:audited-projection-v1
vn34:accept-77.1:465444040100c1c1	accept	accept-77.1:frame:8a6be4bddaf6ea00	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:accept-77.1:role:Theme:lossless-v1
vn34:accept-77.1:465444040100c1c1	accept	accept-77.1:frame:8a6be4bddaf6ea00	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:accept-77.1:role:Agent:audited-projection-v1
vn34:accept-77.1:465444040100c1c1	accept	accept-77.1:frame:da362bedceabd354	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:accept-77.1:role:Theme:lossless-v1
vn34:accept-77.1:465444040100c1c1	accept	accept-77.1:frame:da362bedceabd354	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:accept-77.1:role:Agent:audited-projection-v1
vn34:accept-77.1:465444040100c1c1	accept	accept-77.1:frame:decb06b48415004c	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:accept-77.1:role:Theme:lossless-v1
vn34:accept-77.1:465444040100c1c1	accept	accept-77.1:frame:decb06b48415004c	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:accept-77.1:role:Agent:audited-projection-v1
vn34:characterize-29.2-1-1:0a245f2f8fbc6657	accept	characterize-29.2-1-1:frame:28de0a97f79b2266	Theme	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""},{""op"":""atom"",""sign"":""+"",""type"":""organization""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2-1-1:role:Theme:lossless-v1
vn34:characterize-29.2-1-1:0a245f2f8fbc6657	accept	characterize-29.2-1-1:frame:28de0a97f79b2266	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2-1-1:role:Agent:audited-projection-v1
vn34:characterize-29.2-1-1:0a245f2f8fbc6657	accept	characterize-29.2-1-1:frame:bd8354a6ddeb276d	Theme	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""},{""op"":""atom"",""sign"":""+"",""type"":""organization""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2-1-1:role:Theme:lossless-v1
vn34:characterize-29.2-1-1:0a245f2f8fbc6657	accept	characterize-29.2-1-1:frame:bd8354a6ddeb276d	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2-1-1:role:Agent:audited-projection-v1
